#LINK,,,,,,,,
#file_name,keifuku_rosenkeitou,,,,,,,
#lang,ja,,,,,,,
#attribution_name,fukuishi,,,,,,,
#property,路線番号,系統番号,順序,バス停番号,バス停番号枝番,路線名,系統名,バス停名
#object_type_xsd,int,int,int,int,int,string,string,string
#property_context,assertion,assertion,assertion,assertion,assertion,assertion,assertion,assertion
281,2,5,16,8344,0,岡保コミュニティバス,南回り系統　岡保公民館→城東４丁目→岡保公民館,曽万布東
282,2,5,17,8345,0,岡保コミュニティバス,南回り系統　岡保公民館→城東４丁目→岡保公民館,曽万布西
283,2,5,19,281,0,岡保コミュニティバス,南回り系統　岡保公民館→城東４丁目→岡保公民館,済生会病院
284,2,5,20,2911,0,岡保コミュニティバス,南回り系統　岡保公民館→城東４丁目→岡保公民館,有塚医院前
285,2,5,21,8349,0,岡保コミュニティバス,南回り系統　岡保公民館→城東４丁目→岡保公民館,和田東２丁目
286,2,5,22,8350,1,岡保コミュニティバス,南回り系統　岡保公民館→城東４丁目→岡保公民館,ゲンキー和田東店前
287,2,5,23,2913,0,岡保コミュニティバス,南回り系統　岡保公民館→城東４丁目→岡保公民館,東部プラザ
288,2,5,24,2913,0,岡保コミュニティバス,南回り系統　岡保公民館→城東４丁目→岡保公民館,東部プラザ
289,2,5,25,8359,0,岡保コミュニティバス,南回り系統　岡保公民館→城東４丁目→岡保公民館,御幸４丁目東
290,2,5,26,3034,0,岡保コミュニティバス,南回り系統　岡保公民館→城東４丁目→岡保公民館,城東４丁目
291,2,5,27,404,2,岡保コミュニティバス,南回り系統　岡保公民館→城東４丁目→岡保公民館,本多医院前
292,2,5,28,405,2,岡保コミュニティバス,南回り系統　岡保公民館→城東４丁目→岡保公民館,上北野口
293,2,5,29,406,2,岡保コミュニティバス,南回り系統　岡保公民館→城東４丁目→岡保公民館,自動車学校前
294,2,5,30,407,2,岡保コミュニティバス,南回り系統　岡保公民館→城東４丁目→岡保公民館,上北野公舎前
295,2,5,31,8301,0,岡保コミュニティバス,南回り系統　岡保公民館→城東４丁目→岡保公民館,喜ね舎
296,2,5,32,157,0,岡保コミュニティバス,南回り系統　岡保公民館→城東４丁目→岡保公民館,河増
297,2,5,33,8303,0,岡保コミュニティバス,南回り系統　岡保公民館→城東４丁目→岡保公民館,印田口
298,2,5,34,8304,0,岡保コミュニティバス,南回り系統　岡保公民館→城東４丁目→岡保公民館,岡保郵便局
299,2,5,35,409,0,岡保コミュニティバス,南回り系統　岡保公民館→城東４丁目→岡保公民館,殿下
300,2,5,36,8306,0,岡保コミュニティバス,南回り系統　岡保公民館→城東４丁目→岡保公民館,殿下集落センター
301,2,5,37,8307,0,岡保コミュニティバス,南回り系統　岡保公民館→城東４丁目→岡保公民館,殿下口
302,2,5,38,410,0,岡保コミュニティバス,南回り系統　岡保公民館→城東４丁目→岡保公民館,寮
303,2,5,39,8309,0,岡保コミュニティバス,南回り系統　岡保公民館→城東４丁目→岡保公民館,寮口
304,2,5,40,8329,0,岡保コミュニティバス,南回り系統　岡保公民館→城東４丁目→岡保公民館,岡保公民館
305,2,6,1,8329,0,岡保コミュニティバス,南回り系統　岡保公民館→パリオ→岡保公民館,岡保公民館
306,2,6,2,8330,0,岡保コミュニティバス,南回り系統　岡保公民館→パリオ→岡保公民館,岡保こども園
307,2,6,3,8331,0,岡保コミュニティバス,南回り系統　岡保公民館→パリオ→岡保公民館,河水南
308,2,6,4,8332,0,岡保コミュニティバス,南回り系統　岡保公民館→パリオ→岡保公民館,真楽寺前
309,2,6,5,396,0,岡保コミュニティバス,南回り系統　岡保公民館→パリオ→岡保公民館,大畑
310,2,6,6,397,0,岡保コミュニティバス,南回り系統　岡保公民館→パリオ→岡保公民館,宮地
311,2,6,7,8335,0,岡保コミュニティバス,南回り系統　岡保公民館→パリオ→岡保公民館,ほほ咲みの郷
312,2,6,8,8336,0,岡保コミュニティバス,南回り系統　岡保公民館→パリオ→岡保公民館,花野谷東
313,2,6,9,8337,0,岡保コミュニティバス,南回り系統　岡保公民館→パリオ→岡保公民館,宮地南
314,2,6,10,8338,0,岡保コミュニティバス,南回り系統　岡保公民館→パリオ→岡保公民館,大畑集落センター
315,2,6,11,8339,0,岡保コミュニティバス,南回り系統　岡保公民館→パリオ→岡保公民館,岡の泉
316,2,6,12,8340,0,岡保コミュニティバス,南回り系統　岡保公民館→パリオ→岡保公民館,岡西谷
317,2,6,13,8341,0,岡保コミュニティバス,南回り系統　岡保公民館→パリオ→岡保公民館,荒木集落センター
318,2,6,14,8342,0,岡保コミュニティバス,南回り系統　岡保公民館→パリオ→岡保公民館,合島
319,2,6,15,8343,0,岡保コミュニティバス,南回り系統　岡保公民館→パリオ→岡保公民館,子供会館前
320,2,6,16,8344,0,岡保コミュニティバス,南回り系統　岡保公民館→パリオ→岡保公民館,曽万布東
321,2,6,17,8345,0,岡保コミュニティバス,南回り系統　岡保公民館→パリオ→岡保公民館,曽万布西
322,2,6,18,281,0,岡保コミュニティバス,南回り系統　岡保公民館→パリオ→岡保公民館,済生会病院
323,2,6,19,2911,0,岡保コミュニティバス,南回り系統　岡保公民館→パリオ→岡保公民館,有塚医院前
324,2,6,20,8349,0,岡保コミュニティバス,南回り系統　岡保公民館→パリオ→岡保公民館,和田東２丁目
325,2,6,21,8350,1,岡保コミュニティバス,南回り系統　岡保公民館→パリオ→岡保公民館,ゲンキー和田東店前
326,2,6,22,2913,0,岡保コミュニティバス,南回り系統　岡保公民館→パリオ→岡保公民館,東部プラザ
327,2,6,23,2913,0,岡保コミュニティバス,南回り系統　岡保公民館→パリオ→岡保公民館,東部プラザ
328,2,6,24,8359,0,岡保コミュニティバス,南回り系統　岡保公民館→パリオ→岡保公民館,御幸４丁目東
329,2,6,25,3034,0,岡保コミュニティバス,南回り系統　岡保公民館→パリオ→岡保公民館,城東四丁目
330,2,6,26,8361,0,岡保コミュニティバス,南回り系統　岡保公民館→パリオ→岡保公民館,パリオ
331,2,6,27,404,0,岡保コミュニティバス,南回り系統　岡保公民館→パリオ→岡保公民館,本多医院前
332,2,6,28,405,2,岡保コミュニティバス,南回り系統　岡保公民館→パリオ→岡保公民館,上北野口
333,2,6,29,406,2,岡保コミュニティバス,南回り系統　岡保公民館→パリオ→岡保公民館,自動車学校前
334,2,6,30,407,2,岡保コミュニティバス,南回り系統　岡保公民館→パリオ→岡保公民館,上北野公舎前
335,2,6,31,8301,0,岡保コミュニティバス,南回り系統　岡保公民館→パリオ→岡保公民館,喜ね舎
336,2,6,32,157,0,岡保コミュニティバス,南回り系統　岡保公民館→パリオ→岡保公民館,河増
337,2,6,33,8303,0,岡保コミュニティバス,南回り系統　岡保公民館→パリオ→岡保公民館,印田口
338,2,6,34,8304,0,岡保コミュニティバス,南回り系統　岡保公民館→パリオ→岡保公民館,岡保郵便局
339,2,6,35,409,0,岡保コミュニティバス,南回り系統　岡保公民館→パリオ→岡保公民館,殿下
340,2,6,36,8306,0,岡保コミュニティバス,南回り系統　岡保公民館→パリオ→岡保公民館,殿下集落センター
341,2,6,37,8307,0,岡保コミュニティバス,南回り系統　岡保公民館→パリオ→岡保公民館,殿下口
342,2,6,38,410,0,岡保コミュニティバス,南回り系統　岡保公民館→パリオ→岡保公民館,寮
343,2,6,39,8309,0,岡保コミュニティバス,南回り系統　岡保公民館→パリオ→岡保公民館,寮口
344,2,6,40,8329,0,岡保コミュニティバス,南回り系統　岡保公民館→パリオ→岡保公民館,岡保公民館
345,2,7,1,8382,0,岡保コミュニティバス,南回り系統　モアヤング前→岡保公民館,モアヤング前
346,2,7,2,281,0,岡保コミュニティバス,南回り系統　モアヤング前→岡保公民館,済生会病院
347,2,7,3,2911,0,岡保コミュニティバス,南回り系統　モアヤング前→岡保公民館,有塚医院前
348,2,7,4,8349,0,岡保コミュニティバス,南回り系統　モアヤング前→岡保公民館,和田東２丁目
349,2,7,5,8350,1,岡保コミュニティバス,南回り系統　モアヤング前→岡保公民館,ゲンキー和田東店前
350,2,7,6,2913,0,岡保コミュニティバス,南回り系統　モアヤング前→岡保公民館,東部プラザ
351,2,7,7,2913,0,岡保コミュニティバス,南回り系統　モアヤング前→岡保公民館,東部プラザ
352,2,7,8,8359,0,岡保コミュニティバス,南回り系統　モアヤング前→岡保公民館,御幸４丁目東
353,2,7,9,3034,0,岡保コミュニティバス,南回り系統　モアヤング前→岡保公民館,城東四丁目
354,2,7,10,8361,0,岡保コミュニティバス,南回り系統　モアヤング前→岡保公民館,パリオ
355,2,7,11,153,0,岡保コミュニティバス,南回り系統　モアヤング前→岡保公民館,南四ツ居
356,2,7,12,154,0,岡保コミュニティバス,南回り系統　モアヤング前→岡保公民館,自動車学校入口
357,2,7,13,155,0,岡保コミュニティバス,南回り系統　モアヤング前→岡保公民館,上北野
358,2,7,14,157,0,岡保コミュニティバス,南回り系統　モアヤング前→岡保公民館,河増
359,2,7,15,8303,0,岡保コミュニティバス,南回り系統　モアヤング前→岡保公民館,印田口
360,2,7,16,8304,0,岡保コミュニティバス,南回り系統　モアヤング前→岡保公民館,岡保郵便局
361,2,7,17,409,0,岡保コミュニティバス,南回り系統　モアヤング前→岡保公民館,殿下
362,2,7,18,8306,0,岡保コミュニティバス,南回り系統　モアヤング前→岡保公民館,殿下集落センター
363,2,7,19,8307,0,岡保コミュニティバス,南回り系統　モアヤング前→岡保公民館,殿下口
364,2,7,20,410,0,岡保コミュニティバス,南回り系統　モアヤング前→岡保公民館,寮
365,2,7,21,8309,0,岡保コミュニティバス,南回り系統　モアヤング前→岡保公民館,寮口
366,2,7,22,8329,0,岡保コミュニティバス,南回り系統　モアヤング前→岡保公民館,岡保公民館
367,2,8,1,8329,0,岡保コミュニティバス,南回り系統　岡保公民館→パリオ→南四ツ居→岡保公民館,岡保公民館
368,2,8,2,8330,0,岡保コミュニティバス,南回り系統　岡保公民館→パリオ→南四ツ居→岡保公民館,岡保こども園
369,2,8,3,8331,0,岡保コミュニティバス,南回り系統　岡保公民館→パリオ→南四ツ居→岡保公民館,河水南
370,2,8,4,8332,0,岡保コミュニティバス,南回り系統　岡保公民館→パリオ→南四ツ居→岡保公民館,真楽寺前
371,2,8,5,396,0,岡保コミュニティバス,南回り系統　岡保公民館→パリオ→南四ツ居→岡保公民館,大畑
372,2,8,6,397,0,岡保コミュニティバス,南回り系統　岡保公民館→パリオ→南四ツ居→岡保公民館,宮地
373,2,8,7,8335,0,岡保コミュニティバス,南回り系統　岡保公民館→パリオ→南四ツ居→岡保公民館,ほほ咲みの郷
374,2,8,8,8336,0,岡保コミュニティバス,南回り系統　岡保公民館→パリオ→南四ツ居→岡保公民館,花野谷東
375,2,8,9,8337,0,岡保コミュニティバス,南回り系統　岡保公民館→パリオ→南四ツ居→岡保公民館,宮地南
376,2,8,10,8338,0,岡保コミュニティバス,南回り系統　岡保公民館→パリオ→南四ツ居→岡保公民館,大畑集落センター
377,2,8,11,8339,0,岡保コミュニティバス,南回り系統　岡保公民館→パリオ→南四ツ居→岡保公民館,岡の泉
378,2,8,12,8340,0,岡保コミュニティバス,南回り系統　岡保公民館→パリオ→南四ツ居→岡保公民館,岡西谷
379,2,8,13,8341,0,岡保コミュニティバス,南回り系統　岡保公民館→パリオ→南四ツ居→岡保公民館,荒木集落センター
380,2,8,14,8342,0,岡保コミュニティバス,南回り系統　岡保公民館→パリオ→南四ツ居→岡保公民館,合島
381,2,8,15,8343,0,岡保コミュニティバス,南回り系統　岡保公民館→パリオ→南四ツ居→岡保公民館,子供会館前
382,2,8,16,8344,0,岡保コミュニティバス,南回り系統　岡保公民館→パリオ→南四ツ居→岡保公民館,曽万布東
383,2,8,17,8345,0,岡保コミュニティバス,南回り系統　岡保公民館→パリオ→南四ツ居→岡保公民館,曽万布西
384,2,8,18,281,0,岡保コミュニティバス,南回り系統　岡保公民館→パリオ→南四ツ居→岡保公民館,済生会病院
385,2,8,19,2911,0,岡保コミュニティバス,南回り系統　岡保公民館→パリオ→南四ツ居→岡保公民館,有塚医院前
386,2,8,20,8349,0,岡保コミュニティバス,南回り系統　岡保公民館→パリオ→南四ツ居→岡保公民館,和田東２丁目
387,2,8,21,8350,1,岡保コミュニティバス,南回り系統　岡保公民館→パリオ→南四ツ居→岡保公民館,ゲンキー和田東店前
388,2,8,22,2913,0,岡保コミュニティバス,南回り系統　岡保公民館→パリオ→南四ツ居→岡保公民館,東部プラザ
389,2,8,23,2913,0,岡保コミュニティバス,南回り系統　岡保公民館→パリオ→南四ツ居→岡保公民館,東部プラザ
390,2,8,24,8359,0,岡保コミュニティバス,南回り系統　岡保公民館→パリオ→南四ツ居→岡保公民館,御幸４丁目東
391,2,8,25,3034,0,岡保コミュニティバス,南回り系統　岡保公民館→パリオ→南四ツ居→岡保公民館,城東四丁目
392,2,8,26,8361,0,岡保コミュニティバス,南回り系統　岡保公民館→パリオ→南四ツ居→岡保公民館,パリオ
393,2,8,27,8361,0,岡保コミュニティバス,南回り系統　岡保公民館→パリオ→南四ツ居→岡保公民館,パリオ
394,2,8,28,153,0,岡保コミュニティバス,南回り系統　岡保公民館→パリオ→南四ツ居→岡保公民館,南四ツ居
395,2,8,29,154,0,岡保コミュニティバス,南回り系統　岡保公民館→パリオ→南四ツ居→岡保公民館,自動車学校入口
396,2,8,30,155,0,岡保コミュニティバス,南回り系統　岡保公民館→パリオ→南四ツ居→岡保公民館,上北野
